id,class
1231,1
1232,1
1233,1
1234,0
1235,0
1236,0
1237,1
1238,1
1239,1
1240,0
1241,1
1242,1
1243,1
1244,0
1245,1
1246,1
1247,0
1248,1
1249,0
1250,1
1251,0
1252,0
1253,0
1254,1
1255,0
1256,0
1257,0
1258,0
1259,1
1260,0
1261,0
1262,1
1263,1
1264,0
1265,1
1266,1
1267,1
1268,0
1269,1
1270,0
1271,0
1272,1
1273,0
1274,1
1275,0
1276,0
1277,0
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,0
1288,0
1289,0
1290,1
1291,1
1292,0
1293,1
1294,0
1295,0
1296,0
1297,0
1298,1
1299,0
1300,1
1301,0
1302,0
1303,1
1304,0
1305,0
1306,0
1307,1
1308,0
1309,1
1310,0
1311,0
1312,0
1313,0
1314,1
1315,0
1316,1
1317,1
1318,0
1319,0
1320,0
1321,1
1322,1
1323,0
1324,0
1325,1
1326,0
1327,1
1328,0
1329,1
1330,1
1331,0
1332,0
1333,0
1334,1
1335,1
1336,0
1337,0
1338,1
1339,0
1340,0
1341,1
1342,1
1343,1
1344,0
1345,1
1346,1
1347,1
1348,0
1349,0
1350,1
1351,0
1352,0
1353,0
1354,0
1355,1
1356,1
1357,0
1358,1
1359,0
1360,1
1361,1
1362,0
1363,1
1364,0
1365,0
1366,1
1367,1
1368,1
1369,1
1370,1
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,1
1381,0
1382,0
1383,0
1384,1
1385,1
1386,0
1387,0
1388,1
1389,1
1390,1
1391,1
1392,0
1393,1
1394,0
1395,0
1396,0
1397,1
1398,1
1399,0
1400,0
1401,1
1402,0
1403,1
1404,0
1405,1
1406,1
1407,0
1408,1
1409,0
1410,1
1411,0
1412,0
1413,1
1414,0
1415,0
1416,1
1417,0
1418,0
1419,0
1420,1
1421,0
1422,0
1423,1
1424,0
1425,0
1426,0
1427,0
1428,1
1429,0
1430,0
1431,0
1432,1
1433,0
1434,1
1435,0
1436,1
1437,0
1438,1
1439,1
1440,0
1441,0
1442,0
1443,1
1444,1
1445,0
1446,1
1447,0
1448,0
1449,0
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,0
1457,1
1458,1
1459,1
1460,1
1461,0
1462,0
1463,0
1464,0
1465,1
1466,1
1467,0
1468,0
1469,1
1470,0
1471,0
1472,1
1473,1
1474,1
1475,0
1476,0
1477,1
1478,0
1479,1
1480,1
1481,1
1482,1
1483,1
1484,0
1485,0
1486,0
1487,1
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,1
1496,1
1497,1
1498,0
1499,1
1500,0
1501,1
1502,0
1503,0
1504,1
1505,1
1506,0
1507,1
1508,0
1509,1
1510,1
1511,1
1512,0
1513,1
1514,1
1515,0
1516,0
1517,1
1518,1
1519,1
1520,0
1521,1
1522,0
1523,0
1524,1
1525,1
1526,1
1527,0
1528,1
1529,1
1530,0
1531,1
1532,1
1533,0
1534,0
1535,1
1536,1
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,1
1544,1
1545,0
1546,1
1547,1
1548,0
1549,0
1550,0
1551,1
1552,1
1553,0
1554,1
1555,1
1556,1
1557,0
1558,0
1559,1
1560,0
1561,0
1562,0
1563,0
1564,1
1565,1
1566,0
1567,0
1568,0
1569,0
1570,1
1571,0
1572,1
1573,0
1574,1
1575,1
1576,0
1577,0
1578,0
1579,0
1580,1
1581,0
1582,0
1583,1
1584,1
1585,0
1586,0
1587,0
1588,0
1589,0
1590,1
1591,1
1592,0
1593,0
1594,1
1595,0
1596,0
1597,1
1598,0
1599,0
1600,1
1601,1
1602,1
1603,0
1604,0
1605,1
1606,1
1607,0
1608,0
1609,0
1610,0
1611,1
1612,0
1613,1
1614,1
1615,0
1616,1
1617,0
1618,1
1619,0
1620,0
1621,0
1622,0
1623,1
1624,0
1625,0
1626,0
1627,1
1628,0
1629,0
1630,0
1631,0
1632,1
1633,0
1634,1
1635,0
1636,0
1637,0
1638,1
1639,0
1640,0
1641,0
1642,1
1643,0
1644,0
1645,0
1646,0
1647,1
1648,1
1649,1
1650,1
1651,0
1652,0
1653,1
1654,0
1655,1
1656,1
1657,1
1658,1
1659,0
1660,1
1661,0
1662,0
1663,1
1664,0
1665,0
1666,1
1667,1
1668,0
1669,0
1670,0
1671,0
1672,1
1673,0
1674,1
1675,1
1676,1
1677,0
1678,0
1679,0
1680,1
1681,1
1682,1
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,1
1692,1
1693,0
1694,0
1695,1
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,1
1711,0
1712,1
1713,0
1714,1
1715,0
1716,0
1717,0
1718,1
1719,0
1720,1
1721,1
1722,1
1723,0
1724,0
1725,0
1726,1
1727,0
1728,0
1729,1
1730,1
1731,0
1732,1
1733,0
1734,1
1735,1
1736,1
1737,0
1738,0
1739,0
1740,0
1741,0
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,0
1750,1
1751,0
1752,0
1753,1
1754,0
1755,0
1756,0
1757,1
1758,0
1759,0
1760,0
1761,1
1762,1
1763,0
1764,0
1765,1
1766,1
1767,1
1768,0
1769,1
1770,1
1771,0
1772,1
1773,0
1774,1
1775,0
1776,1
1777,0
1778,1
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,1
1786,1
1787,0
1788,1
1789,0
1790,1
1791,0
1792,1
1793,0
1794,0
1795,1
1796,0
1797,1
1798,0
1799,1
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,1
1810,0
1811,1
1812,0
1813,0
1814,0
1815,1
1816,1
1817,1
1818,1
1819,1
1820,0
1821,0
1822,0
1823,1
1824,0
1825,1
1826,0
1827,0
1828,1
1829,1
1830,0
1831,1
1832,1
1833,0
1834,0
1835,0
1836,1
1837,1
1838,1
1839,0
1840,0
1841,0
1842,0
1843,1
1844,1
1845,1
1846,0
1847,0
1848,0
1849,1
1850,1
1851,1
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,1
1859,0
1860,1
1861,0
1862,1
1863,1
1864,0
1865,0
1866,0
1867,0
1868,0
1869,1
1870,0
1871,1
1872,0
1873,0
1874,0
1875,0
1876,1
1877,0
1878,1
1879,1
1880,0
1881,1
1882,0
1883,0
1884,1
1885,1
1886,0
1887,1
1888,1
1889,1
1890,1
1891,1
1892,1
1893,1
1894,0
1895,0
1896,1
1897,0
1898,0
1899,0
1900,0
1901,1
1902,0
1903,1
1904,0
1905,1
1906,1
1907,1
1908,0
1909,0
1910,1
1911,1
1912,0
1913,1
1914,0
1915,1
1916,1
1917,1
1918,1
1919,1
1920,1
1921,0
1922,0
1923,1
1924,1
1925,1
1926,1
1927,1
1928,0
1929,1
1930,0
1931,0
1932,1
1933,1
1934,1
1935,0
1936,1
1937,1
1938,0
1939,1
1940,1
1941,1
1942,0
1943,0
1944,1
1945,1
1946,1
1947,0
1948,0
1949,1
1950,0
1951,1
1952,0
1953,0
1954,0
1955,1
1956,1
1957,1
1958,0
1959,0
1960,0
1961,0
1962,1
1963,0
1964,1
1965,1
1966,0
1967,0
1968,1
1969,1
1970,1
1971,0
1972,0
1973,0
1974,0
1975,1
1976,0
1977,0
1978,0
1979,0
1980,1
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,1
1989,1
1990,0
1991,0
1992,0
1993,1
1994,0
1995,1
1996,0
1997,1
1998,1
1999,0
2000,0
2001,1
2002,0
2003,1
2004,1
2005,0
2006,0
2007,1
2008,0
2009,1
2010,1
2011,0
2012,0
2013,1
2014,0
2015,1
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,1
2023,0
2024,0
2025,1
2026,1
2027,0
2028,0
2029,0
2030,1
2031,1
2032,1
2033,0
2034,0
2035,1
2036,1
2037,1
2038,0
2039,0
2040,1
2041,0
2042,0
2043,1
2044,0
2045,0
2046,0
2047,1
2048,1
2049,0
2050,0
2051,0
2052,0
2053,0
2054,1
2055,0
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,0
2063,0
2064,1
2065,0
2066,0
2067,1
2068,0
2069,0
2070,1
2071,0
2072,0
2073,1
2074,0
2075,0
2076,0
2077,1
2078,0
2079,0
2080,1
2081,0
2082,1
2083,1
2084,1
2085,1
2086,0
2087,0
2088,1
2089,0
2090,0
2091,0
2092,1
2093,0
2094,0
2095,1
2096,0
2097,0
2098,0
2099,1
2100,0
2101,1
2102,1
2103,0
2104,1
2105,0
2106,0
2107,0
2108,1
2109,1
2110,0
2111,1
2112,0
2113,0
2114,1
2115,0
2116,1
2117,1
2118,1
2119,0
2120,1
2121,0
2122,0
2123,1
2124,0
2125,1
2126,1
2127,1
2128,0
2129,0
2130,1
2131,0
2132,1
2133,1
2134,0
2135,1
2136,1
2137,0
2138,0
2139,1
2140,1
2141,0
2142,0
2143,1
2144,1
2145,1
2146,1
2147,0
2148,1
2149,0
2150,1
2151,1
2152,0
2153,0
2154,0
2155,0
2156,1
2157,0
2158,0
2159,1
2160,0
2161,1
2162,0
2163,0
2164,1
2165,1
2166,0
2167,1
2168,1
2169,0
2170,1
2171,1
2172,1
2173,0
2174,1
2175,0
2176,0
2177,0
2178,1
2179,1
2180,1
2181,0
2182,0
2183,0
2184,1
2185,1
2186,1
2187,1
2188,0
2189,1
2190,1
2191,0
2192,1
2193,1
2194,0
2195,1
2196,0
2197,1
2198,0
2199,1
2200,1
2201,0
2202,0
2203,1
2204,0
2205,1
2206,1
2207,1
2208,0
2209,1
2210,1
2211,0
2212,0
2213,1
2214,0
2215,1
2216,0
2217,0
2218,1
2219,0
2220,0
2221,1
2222,0
2223,0
2224,0
2225,1
2226,0
2227,0
2228,1
2229,1
2230,0
2231,0
2232,1
2233,0
2234,1
2235,1
2236,0
2237,1
2238,0
2239,1
2240,1
2241,0
2242,1
2243,1
2244,1
2245,0
2246,1
2247,1
2248,1
2249,1
2250,1
2251,1
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,1
2260,1
2261,1
2262,0
2263,0
2264,0
2265,0
2266,1
2267,0
2268,1
2269,0
2270,1
2271,0
2272,0
2273,0
2274,1
2275,1
2276,0
2277,0
2278,1
2279,1
2280,1
2281,1
2282,0
2283,1
2284,0
2285,1
2286,0
2287,1
2288,0
2289,0
2290,1
2291,0
2292,1
2293,0
2294,0
2295,1
2296,1
2297,1
2298,1
2299,0
2300,0
2301,1
2302,0
2303,1
2304,1
2305,1
2306,0
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,1
2316,1
2317,1
2318,0
2319,1
2320,0
2321,1
2322,1
2323,0
2324,1
2325,1
2326,0
2327,0
2328,0
2329,0
2330,0
2331,1
2332,0
2333,0
2334,1
2335,1
2336,1
2337,1
2338,0
2339,1
2340,0
2341,1
2342,0
2343,1
2344,1
2345,0
2346,1
2347,1
2348,1
2349,0
2350,1
2351,1
2352,0
2353,0
2354,1
2355,0
2356,0
2357,1
2358,1
2359,1
2360,0
2361,1
2362,0
2363,0
2364,0
2365,1
2366,1
2367,0
2368,1
2369,1
2370,1
2371,1
2372,0
2373,0
2374,1
2375,0
2376,0
2377,1
2378,1
2379,0
2380,1
2381,1
2382,1
2383,1
2384,0
2385,1
2386,0
2387,1
2388,1
2389,1
2390,1
2391,0
2392,1
2393,0
2394,1
2395,1
2396,0
2397,1
2398,1
2399,1
2400,0
2401,1
2402,1
2403,1
2404,0
2405,1
2406,1
2407,0
2408,1
2409,1
2410,1
2411,0
2412,1
2413,1
2414,1
2415,0
2416,0
2417,0
2418,1
2419,1
2420,1
2421,0
2422,1
2423,1
2424,1
2425,0
2426,1
2427,0
2428,0
2429,1
2430,0
2431,0
2432,1
2433,0
2434,0
2435,1
2436,1
2437,0
2438,0
2439,0
2440,0
2441,1
2442,0
2443,0
2444,1
2445,0
2446,0
2447,1
2448,0
2449,0
2450,1
2451,1
2452,1
2453,0
2454,0
2455,1
2456,0
2457,1
2458,0
2459,0
2460,0
2461,1
2462,1
2463,1
2464,0
2465,1
2466,0
2467,1
2468,0
2469,1
2470,0
2471,1
2472,0
2473,1
2474,0
2475,1
2476,0
2477,0
2478,1
2479,0
2480,0
2481,1
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,1
2489,1
2490,1
2491,1
2492,0
2493,0
2494,1
2495,0
2496,1
2497,1
2498,1
2499,1
2500,1
2501,0
2502,1
2503,1
2504,0
2505,0
2506,0
2507,1
2508,1
2509,0
2510,0
2511,1
2512,1
2513,0
2514,1
2515,1
2516,1
2517,1
2518,0
2519,1
2520,0
2521,1
2522,0
2523,0
2524,0
2525,1
2526,0
2527,0
2528,1
2529,0
2530,0
2531,1
2532,0
2533,0
2534,1
2535,1
2536,1
2537,0
2538,0
2539,0
2540,1
2541,1
2542,0
2543,1
2544,0
2545,0
2546,1
2547,1
2548,1
2549,0
2550,1
2551,1
2552,0
2553,0
2554,0
2555,0
2556,1
2557,0
2558,0
2559,0
2560,0
2561,0
2562,1
2563,1
2564,0
2565,0
2566,0
2567,0
2568,1
2569,0
2570,1
2571,0
2572,0
2573,0
2574,1
2575,1
2576,0
2577,1
2578,1
2579,1
2580,0
2581,1
2582,0
2583,0
2584,1
2585,0
2586,1
2587,0
2588,1
2589,1
2590,1
2591,1
2592,1
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,1
2600,1
2601,0
2602,1
2603,0
2604,0
2605,1
2606,0
2607,0
2608,1
2609,0
2610,1
2611,0
2612,0
2613,1
2614,0
2615,1
2616,1
2617,0
2618,1
2619,0
2620,1
2621,0
2622,0
2623,0
2624,1
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2631,1
2632,0
2633,1
2634,1
2635,1
2636,1
2637,1
2638,0
2639,0
2640,1
2641,0
2642,1
2643,0
2644,0
2645,0
2646,0
2647,1
2648,0
2649,0
2650,0
2651,0
2652,1
2653,0
2654,0
2655,0
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,1
2663,0
2664,0
2665,1
2666,0
2667,0
2668,1
2669,1
2670,1
2671,1
2672,1
2673,0
2674,1
2675,1
2676,0
2677,0
2678,1
2679,0
2680,0
2681,1
2682,1
2683,1
2684,0
2685,0
2686,0
2687,1
2688,1
2689,1
2690,0
2691,1
2692,0
2693,0
2694,0
2695,0
2696,0
2697,1
2698,0
2699,0
2700,0
2701,0
2702,0
2703,1
2704,0
2705,1
2706,1
2707,1
2708,1
2709,1
2710,0
2711,1
2712,1
2713,1
2714,0
2715,0
2716,0
2717,1
2718,0
2719,0
2720,0
2721,0
2722,1
2723,1
2724,0
2725,0
2726,1
2727,0
2728,1
2729,0
2730,0
2731,1
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,1
2740,0
2741,1
2742,1
2743,1
2744,0
2745,0
2746,0
2747,1
2748,1
2749,1
2750,0
2751,0
2752,1
2753,0
2754,0
2755,1
2756,1
2757,1
2758,0
2759,1
2760,0
2761,1
2762,0
2763,0
2764,1
2765,1
2766,1
2767,0
2768,1
2769,0
2770,0
2771,0
2772,1
2773,1
2774,1
2775,1
2776,1
2777,1
2778,1
2779,0
2780,0
2781,1
2782,1
2783,0
2784,0
2785,1
2786,1
2787,1
2788,0
2789,1
2790,0
2791,0
2792,1
2793,1
2794,1
2795,1
2796,1
2797,0
2798,0
2799,0
2800,1
2801,1
2802,1
2803,0
2804,1
2805,1
2806,1
2807,0
2808,0
2809,0
2810,1
2811,0
2812,1
2813,0
2814,1
2815,1
2816,1
2817,1
2818,0
2819,1
2820,0
2821,0
2822,1
2823,1
2824,0
2825,0
2826,1
2827,1
2828,0
2829,0
2830,0
2831,1
2832,1
2833,1
2834,1
2835,0
2836,1
2837,1
2838,1
2839,1
2840,1
2841,0
2842,1
2843,0
2844,1
2845,1
2846,0
2847,1
2848,1
2849,0
2850,0
2851,0
2852,0
2853,0
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,0
2862,1
2863,0
2864,1
2865,1
2866,1
2867,0
2868,0
2869,1
2870,0
2871,1
2872,0
2873,0
2874,1
2875,0
2876,1
2877,1
2878,1
2879,0
2880,0
2881,1
2882,0
2883,1
2884,1
2885,0
2886,0
2887,0
2888,1
2889,0
2890,1
2891,0
2892,1
2893,1
2894,0
2895,0
2896,0
2897,0
2898,1
2899,1
2900,0
2901,1
2902,0
2903,0
2904,0
2905,0
2906,1
2907,0
2908,0
2909,0
2910,0
2911,0
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,0
2919,0
2920,1
2921,0
2922,1
2923,0
2924,0
2925,0
2926,1
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,1
2935,0
2936,0
2937,0
2938,0
2939,0
2940,1
2941,1
2942,0
2943,1
2944,0
2945,0
2946,0
2947,1
2948,1
2949,0
2950,0
2951,1
2952,0
2953,1
2954,1
2955,0
2956,1
2957,1
2958,0
2959,1
2960,0
2961,1
2962,1
2963,0
2964,0
2965,1
2966,0
2967,1
2968,1
2969,1
2970,1
2971,0
2972,1
2973,0
2974,0
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,1
2983,0
2984,0
2985,0
2986,0
2987,1
2988,1
2989,1
2990,1
2991,0
2992,0
2993,0
2994,1
2995,0
2996,0
2997,1
